"total env step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX"
"23920000","332","332","332","4064.6993530255386","4064.6993530255386","4064.6993530255386","332","332","332","4076.7563852638223","4076.7563852638223","4076.7563852638223","332","332","332","4080.1965118410926","4080.1965118410926","4080.1965118410926","332","332","332","4154.787142953613","4154.787142953613","4154.787142953613","332","332","332","4377.809468920335","4377.809468920335","4377.809468920335","","","","","","","332","332","332","4660.911002190222","4660.911002190222","4660.911002190222"
"24000000","333","333","333","4110.604194257547","4110.604194257547","4110.604194257547","333","333","333","4094.8753230479415","4094.8753230479415","4094.8753230479415","333","333","333","4067.9780828997464","4067.9780828997464","4067.9780828997464","333","333","333","4090.1725946215834","4090.1725946215834","4090.1725946215834","333","333","333","4360.409322533225","4360.409322533225","4360.409322533225","","","","","","","333","333","333","4646.981533769867","4646.981533769867","4646.981533769867"
"24080000","334","334","334","3998.2347388269905","3998.2347388269905","3998.2347388269905","334","334","334","4085.8217065808954","4085.8217065808954","4085.8217065808954","334","334","334","4091.213201195623","4091.213201195623","4091.213201195623","334","334","334","4051.1099412982135","4051.1099412982135","4051.1099412982135","334","334","334","4358.936593480745","4358.936593480745","4358.936593480745","","","","","","","334","334","334","4650.937019782426","4650.937019782426","4650.937019782426"
"24160000","335","335","335","4123.533921938262","4123.533921938262","4123.533921938262","335","335","335","4078.6146652259777","4078.6146652259777","4078.6146652259777","335","335","335","4048.016483083919","4048.016483083919","4048.016483083919","335","335","335","4100.968169141874","4100.968169141874","4100.968169141874","335","335","335","4342.600901261256","4342.600901261256","4342.600901261256","","","","","","","335","335","335","4593.320327468685","4593.320327468685","4593.320327468685"
"24240000","336","336","336","4053.90618076893","4053.90618076893","4053.90618076893","336","336","336","4099.172125583313","4099.172125583313","4099.172125583313","336","336","336","4086.4787191217765","4086.4787191217765","4086.4787191217765","336","336","336","4121.912213468292","4121.912213468292","4121.912213468292","336","336","336","4431.443843487268","4431.443843487268","4431.443843487268","","","","","","","336","336","336","4650.4251221089","4650.4251221089","4650.4251221089"
"24320000","337","337","337","4115.476080701151","4115.476080701151","4115.476080701151","337","337","337","4086.9315274423693","4086.9315274423693","4086.9315274423693","337","337","337","4100.421507872942","4100.421507872942","4100.421507872942","337","337","337","4155.8640958466585","4155.8640958466585","4155.8640958466585","337","337","337","4395.610493504351","4395.610493504351","4395.610493504351","","","","","","","337","337","337","4649.416690245234","4649.416690245234","4649.416690245234"
"24400000","338","338","338","4042.971369064908","4042.971369064908","4042.971369064908","338","338","338","4076.63437786741","4076.63437786741","4076.63437786741","338","338","338","4139.8555969885465","4139.8555969885465","4139.8555969885465","338","338","338","4164.8236538800265","4164.8236538800265","4164.8236538800265","338","338","338","4406.437303305456","4406.437303305456","4406.437303305456","","","","","","","338","338","338","4676.507813178331","4676.507813178331","4676.507813178331"
"24480000","339","339","339","4014.149325240767","4014.149325240767","4014.149325240767","339","339","339","4101.267223630489","4101.267223630489","4101.267223630489","339","339","339","4140.219340632779","4140.219340632779","4140.219340632779","339","339","339","4102.702540281085","4102.702540281085","4102.702540281085","339","339","339","4339.760401228538","4339.760401228538","4339.760401228538","","","","","","","339","339","339","4682.225063604969","4682.225063604969","4682.225063604969"
"24560000","341","341","341","4089.3065609898526","4089.3065609898526","4089.3065609898526","341","341","341","4106.363194200436","4106.363194200436","4106.363194200436","341","341","341","4140.007483187563","4140.007483187563","4140.007483187563","341","341","341","4147.477514630981","4147.477514630981","4147.477514630981","341","341","341","4432.639185385414","4432.639185385414","4432.639185385414","","","","","","","341","341","341","4711.582834381594","4711.582834381594","4711.582834381594"
"24640000","342","342","342","4095.0721159309314","4095.0721159309314","4095.0721159309314","342","342","342","4119.947024011661","4119.947024011661","4119.947024011661","342","342","342","4059.211064579955","4059.211064579955","4059.211064579955","342","342","342","4199.091754895949","4199.091754895949","4199.091754895949","342","342","342","4418.8625163294055","4418.8625163294055","4418.8625163294055","","","","","","","342","342","342","4728.760334282789","4728.760334282789","4728.760334282789"
"24720000","343","343","343","4061.1051305277592","4061.1051305277592","4061.1051305277592","343","343","343","4128.371080169598","4128.371080169598","4128.371080169598","343","343","343","4132.145749864839","4132.145749864839","4132.145749864839","343","343","343","4139.794314461781","4139.794314461781","4139.794314461781","343","343","343","4383.122575208947","4383.122575208947","4383.122575208947","","","","","","","343","343","343","4671.713036792797","4671.713036792797","4671.713036792797"
"24800000","344","344","344","4010.4438393714736","4010.4438393714736","4010.4438393714736","344","344","344","4103.319656931507","4103.319656931507","4103.319656931507","344","344","344","4112.097773457084","4112.097773457084","4112.097773457084","344","344","344","4150.077062248662","4150.077062248662","4150.077062248662","344","344","344","4449.271013037136","4449.271013037136","4449.271013037136","","","","","","","344","344","344","4699.865418882629","4699.865418882629","4699.865418882629"
"24880000","345","345","345","3973.8533342393275","3973.8533342393275","3973.8533342393275","345","345","345","4130.570574542257","4130.570574542257","4130.570574542257","345","345","345","4010.0030034282145","4010.0030034282145","4010.0030034282145","345","345","345","4170.389958825645","4170.389958825645","4170.389958825645","345","345","345","4416.251851045003","4416.251851045003","4416.251851045003","","","","","","","345","345","345","4729.384086816987","4729.384086816987","4729.384086816987"
"24960000","346","346","346","4028.295862304869","4028.295862304869","4028.295862304869","346","346","346","4043.6107012353546","4043.6107012353546","4043.6107012353546","346","346","346","4115.749914187222","4115.749914187222","4115.749914187222","346","346","346","4139.323796295726","4139.323796295726","4139.323796295726","346","346","346","4369.87805017114","4369.87805017114","4369.87805017114","","","","","","","346","346","346","4649.233181271889","4649.233181271889","4649.233181271889"
"25040000","347","347","347","3959.2428615435033","3959.2428615435033","3959.2428615435033","347","347","347","4150.135514076918","4150.135514076918","4150.135514076918","347","347","347","4116.073500382312","4116.073500382312","4116.073500382312","347","347","347","4088.063936572484","4088.063936572484","4088.063936572484","347","347","347","4363.126767291624","4363.126767291624","4363.126767291624","","","","","","","347","347","347","4666.831697666443","4666.831697666443","4666.831697666443"
"25120000","348","348","348","4131.617708295451","4131.617708295451","4131.617708295451","348","348","348","4062.622349599722","4062.622349599722","4062.622349599722","348","348","348","4095.589093771712","4095.589093771712","4095.589093771712","348","348","348","4091.2325134516927","4091.2325134516927","4091.2325134516927","348","348","348","4370.7086288094515","4370.7086288094515","4370.7086288094515","","","","","","","348","348","348","4714.355505702913","4714.355505702913","4714.355505702913"
"25200000","349","349","349","4171.959880194516","4171.959880194516","4171.959880194516","349","349","349","4110.098063863573","4110.098063863573","4110.098063863573","349","349","349","4027.342008382146","4027.342008382146","4027.342008382146","349","349","349","4172.046177763976","4172.046177763976","4172.046177763976","349","349","349","4435.439957092014","4435.439957092014","4435.439957092014","","","","","","","349","349","349","4721.448011943413","4721.448011943413","4721.448011943413"
"25280000","351","351","351","4136.1867859061185","4136.1867859061185","4136.1867859061185","351","351","351","4131.294189675388","4131.294189675388","4131.294189675388","351","351","351","4183.664694380608","4183.664694380608","4183.664694380608","351","351","351","4114.763817145635","4114.763817145635","4114.763817145635","351","351","351","4421.009740834269","4421.009740834269","4421.009740834269","","","","","","","351","351","351","4732.609192024781","4732.609192024781","4732.609192024781"
"25360000","352","352","352","4009.3722748301225","4009.3722748301225","4009.3722748301225","352","352","352","4073.1675970782226","4073.1675970782226","4073.1675970782226","352","352","352","4120.142520913127","4120.142520913127","4120.142520913127","352","352","352","4098.355050228541","4098.355050228541","4098.355050228541","352","352","352","4272.46373244649","4272.46373244649","4272.46373244649","","","","","","","352","352","352","4683.878035049108","4683.878035049108","4683.878035049108"
"25440000","353","353","353","4117.339471562396","4117.339471562396","4117.339471562396","353","353","353","4106.140808040771","4106.140808040771","4106.140808040771","353","353","353","4115.462005246277","4115.462005246277","4115.462005246277","353","353","353","4140.491547127989","4140.491547127989","4140.491547127989","353","353","353","4408.822718198691","4408.822718198691","4408.822718198691","","","","","","","353","353","353","4713.353915145273","4713.353915145273","4713.353915145273"
"25520000","354","354","354","4098.246826562316","4098.246826562316","4098.246826562316","354","354","354","4102.493690688703","4102.493690688703","4102.493690688703","354","354","354","4128.801332181241","4128.801332181241","4128.801332181241","354","354","354","4132.033935418798","4132.033935418798","4132.033935418798","354","354","354","4214.621311216052","4214.621311216052","4214.621311216052","","","","","","","354","354","354","4656.089201148858","4656.089201148858","4656.089201148858"
"25600000","355","355","355","4085.5396497193387","4085.5396497193387","4085.5396497193387","355","355","355","4079.360520676717","4079.360520676717","4079.360520676717","355","355","355","4173.015753422014","4173.015753422014","4173.015753422014","355","355","355","4119.3955913755","4119.3955913755","4119.3955913755","355","355","355","4373.679203721241","4373.679203721241","4373.679203721241","","","","","","","355","355","355","4746.861514802277","4746.861514802277","4746.861514802277"
"25680000","356","356","356","3998.153217353977","3998.153217353977","3998.153217353977","356","356","356","4102.690983384402","4102.690983384402","4102.690983384402","356","356","356","4100.380137562618","4100.380137562618","4100.380137562618","356","356","356","4160.6197125930485","4160.6197125930485","4160.6197125930485","356","356","356","4426.991215913976","4426.991215913976","4426.991215913976","","","","","","","356","356","356","4663.104413048374","4663.104413048374","4663.104413048374"
"25760000","357","357","357","4043.1650827437725","4043.1650827437725","4043.1650827437725","357","357","357","4071.947537949277","4071.947537949277","4071.947537949277","357","357","357","4147.225382002596","4147.225382002596","4147.225382002596","357","357","357","4120.337723462242","4120.337723462242","4120.337723462242","357","357","357","4348.267300532787","4348.267300532787","4348.267300532787","","","","","","","357","357","357","4699.795379640578","4699.795379640578","4699.795379640578"
"25840000","358","358","358","3965.0911661540536","3965.0911661540536","3965.0911661540536","358","358","358","4079.7569832694194","4079.7569832694194","4079.7569832694194","358","358","358","4134.354868090986","4134.354868090986","4134.354868090986","358","358","358","4134.643976282785","4134.643976282785","4134.643976282785","358","358","358","4450.458822425453","4450.458822425453","4450.458822425453","","","","","","","358","358","358","4641.639383263457","4641.639383263457","4641.639383263457"
"25920000","359","359","359","4186.355147572116","4186.355147572116","4186.355147572116","359","359","359","4089.0053382322194","4089.0053382322194","4089.0053382322194","359","359","359","4188.699990693694","4188.699990693694","4188.699990693694","359","359","359","4095.033730515667","4095.033730515667","4095.033730515667","359","359","359","4355.16595799391","4355.16595799391","4355.16595799391","","","","","","","359","359","359","4712.027769152952","4712.027769152952","4712.027769152952"
"26000000","361","361","361","4118.333559083291","4118.333559083291","4118.333559083291","361","361","361","4084.9027032593467","4084.9027032593467","4084.9027032593467","361","361","361","4142.966436862802","4142.966436862802","4142.966436862802","361","361","361","4150.815124003911","4150.815124003911","4150.815124003911","361","361","361","4435.336282196961","4435.336282196961","4435.336282196961","","","","","","","361","361","361","4634.493220549436","4634.493220549436","4634.493220549436"
"26080000","362","362","362","4113.724141538381","4113.724141538381","4113.724141538381","362","362","362","4029.970889444687","4029.970889444687","4029.970889444687","362","362","362","4127.718815953192","4127.718815953192","4127.718815953192","362","362","362","4112.110778312362","4112.110778312362","4112.110778312362","362","362","362","4394.984768621194","4394.984768621194","4394.984768621194","","","","","","","362","362","362","4717.6956138430605","4717.6956138430605","4717.6956138430605"
"26160000","363","363","363","4146.497436413518","4146.497436413518","4146.497436413518","363","363","363","4040.703064972665","4040.703064972665","4040.703064972665","363","363","363","4160.4976790240125","4160.4976790240125","4160.4976790240125","363","363","363","3977.55380822175","3977.55380822175","3977.55380822175","363","363","363","4310.489203617379","4310.489203617379","4310.489203617379","","","","","","","363","363","363","4700.54145390666","4700.54145390666","4700.54145390666"
"26240000","364","364","364","4152.158927618365","4152.158927618365","4152.158927618365","364","364","364","4095.297940843294","4095.297940843294","4095.297940843294","364","364","364","4155.441815638678","4155.441815638678","4155.441815638678","364","364","364","4170.073587535509","4170.073587535509","4170.073587535509","364","364","364","4392.832773789554","4392.832773789554","4392.832773789554","","","","","","","364","364","364","4715.226829533349","4715.226829533349","4715.226829533349"
"26320000","365","365","365","4104.71328225809","4104.71328225809","4104.71328225809","365","365","365","4093.473968871621","4093.473968871621","4093.473968871621","365","365","365","4145.349088100079","4145.349088100079","4145.349088100079","365","365","365","4176.604954630762","4176.604954630762","4176.604954630762","365","365","365","4346.726303770769","4346.726303770769","4346.726303770769","","","","","","","365","365","365","4603.478945266179","4603.478945266179","4603.478945266179"
"26400000","366","366","366","4031.973032421191","4031.973032421191","4031.973032421191","366","366","366","3999.8332320065806","3999.8332320065806","3999.8332320065806","366","366","366","4173.688935880529","4173.688935880529","4173.688935880529","366","366","366","4157.878532710898","4157.878532710898","4157.878532710898","366","366","366","4385.057403326938","4385.057403326938","4385.057403326938","","","","","","","366","366","366","4658.624117933275","4658.624117933275","4658.624117933275"
"26480000","367","367","367","3972.222705754745","3972.222705754745","3972.222705754745","367","367","367","4064.0912280408725","4064.0912280408725","4064.0912280408725","367","367","367","4132.728241601377","4132.728241601377","4132.728241601377","367","367","367","4159.699413732176","4159.699413732176","4159.699413732176","367","367","367","4382.559591696581","4382.559591696581","4382.559591696581","","","","","","","367","367","367","4546.483614993532","4546.483614993532","4546.483614993532"
"26560000","368","368","368","4131.145561642517","4131.145561642517","4131.145561642517","368","368","368","4024.7469783012652","4024.7469783012652","4024.7469783012652","368","368","368","4162.953610654915","4162.953610654915","4162.953610654915","368","368","368","4076.8484241813944","4076.8484241813944","4076.8484241813944","368","368","368","4388.424288876876","4388.424288876876","4388.424288876876","","","","","","","368","368","368","4671.0250077403525","4671.0250077403525","4671.0250077403525"
"26640000","369","369","369","4049.5217563811975","4049.5217563811975","4049.5217563811975","369","369","369","4084.2651517066856","4084.2651517066856","4084.2651517066856","369","369","369","4139.40370116368","4139.40370116368","4139.40370116368","369","369","369","4174.7666383701235","4174.7666383701235","4174.7666383701235","369","369","369","4409.431357190231","4409.431357190231","4409.431357190231","","","","","","","369","369","369","4708.282560129368","4708.282560129368","4708.282560129368"
"26720000","371","371","371","4070.2510080382285","4070.2510080382285","4070.2510080382285","371","371","371","4118.113449533707","4118.113449533707","4118.113449533707","371","371","371","4197.713959325848","4197.713959325848","4197.713959325848","371","371","371","4133.0919723204115","4133.0919723204115","4133.0919723204115","371","371","371","4449.64433952906","4449.64433952906","4449.64433952906","","","","","","","371","371","371","4624.538413856711","4624.538413856711","4624.538413856711"
"26800000","372","372","372","4189.675440548429","4189.675440548429","4189.675440548429","372","372","372","4094.611438297812","4094.611438297812","4094.611438297812","372","372","372","4099.141890254185","4099.141890254185","4099.141890254185","372","372","372","4129.2347363688295","4129.2347363688295","4129.2347363688295","372","372","372","4377.052218728699","4377.052218728699","4377.052218728699","","","","","","","372","372","372","4729.097601204694","4729.097601204694","4729.097601204694"
"26880000","373","373","373","4153.743436162748","4153.743436162748","4153.743436162748","373","373","373","4029.6763247282943","4029.6763247282943","4029.6763247282943","373","373","373","4129.614770834325","4129.614770834325","4129.614770834325","373","373","373","4100.094740058104","4100.094740058104","4100.094740058104","373","373","373","4447.25647492934","4447.25647492934","4447.25647492934","","","","","","","373","373","373","4699.7971120294615","4699.7971120294615","4699.7971120294615"
"26960000","374","374","374","4141.623233581547","4141.623233581547","4141.623233581547","374","374","374","4018.567993358226","4018.567993358226","4018.567993358226","374","374","374","4160.998899342448","4160.998899342448","4160.998899342448","374","374","374","4103.064370143946","4103.064370143946","4103.064370143946","","","","","","","","","","","","","374","374","374","4692.235922822743","4692.235922822743","4692.235922822743"
"27040000","375","375","375","4099.20584266542","4099.20584266542","4099.20584266542","375","375","375","4100.744722418118","4100.744722418118","4100.744722418118","375","375","375","4139.538464784392","4139.538464784392","4139.538464784392","375","375","375","4108.1979060134545","4108.1979060134545","4108.1979060134545","","","","","","","","","","","","","","","","","",""
"27120000","376","376","376","4144.654968895799","4144.654968895799","4144.654968895799","376","376","376","4057.5205982246453","4057.5205982246453","4057.5205982246453","376","376","376","4171.502411720126","4171.502411720126","4171.502411720126","376","376","376","4151.132886783147","4151.132886783147","4151.132886783147","","","","","","","","","","","","","","","","","",""
"27200000","377","377","377","4092.755545062785","4092.755545062785","4092.755545062785","377","377","377","4136.4195167505595","4136.4195167505595","4136.4195167505595","377","377","377","4201.393906896081","4201.393906896081","4201.393906896081","377","377","377","4178.620745705981","4178.620745705981","4178.620745705981","","","","","","","","","","","","","","","","","",""
"27280000","378","378","378","4055.8774320637835","4055.8774320637835","4055.8774320637835","378","378","378","4086.441050844369","4086.441050844369","4086.441050844369","378","378","378","4130.688459592548","4130.688459592548","4130.688459592548","378","378","378","4153.3036614483935","4153.3036614483935","4153.3036614483935","","","","","","","","","","","","","","","","","",""
"27360000","379","379","379","4031.7136859383013","4031.7136859383013","4031.7136859383013","379","379","379","4051.11576914155","4051.11576914155","4051.11576914155","379","379","379","4119.582978818399","4119.582978818399","4119.582978818399","379","379","379","4103.0974376148315","4103.0974376148315","4103.0974376148315","","","","","","","","","","","","","","","","","",""
"27440000","381","381","381","4116.517346094645","4116.517346094645","4116.517346094645","381","381","381","4066.323452987842","4066.323452987842","4066.323452987842","381","381","381","4171.548314686753","4171.548314686753","4171.548314686753","381","381","381","4129.242836392044","4129.242836392044","4129.242836392044","","","","","","","","","","","","","","","","","",""
"27520000","382","382","382","4150.686192894236","4150.686192894236","4150.686192894236","382","382","382","4026.023924232847","4026.023924232847","4026.023924232847","382","382","382","4240.844149208755","4240.844149208755","4240.844149208755","382","382","382","4130.823667841638","4130.823667841638","4130.823667841638","","","","","","","","","","","","","","","","","",""
"27600000","383","383","383","4126.960718702978","4126.960718702978","4126.960718702978","383","383","383","4123.807360361554","4123.807360361554","4123.807360361554","383","383","383","4192.129109037878","4192.129109037878","4192.129109037878","383","383","383","4152.178190346092","4152.178190346092","4152.178190346092","","","","","","","","","","","","","","","","","",""
"27680000","384","384","384","4184.026981873104","4184.026981873104","4184.026981873104","384","384","384","4065.707059963709","4065.707059963709","4065.707059963709","384","384","384","4197.828553757171","4197.828553757171","4197.828553757171","384","384","384","4153.270768939836","4153.270768939836","4153.270768939836","","","","","","","","","","","","","","","","","",""
"27760000","385","385","385","4037.727604154985","4037.727604154985","4037.727604154985","385","385","385","4041.338514690427","4041.338514690427","4041.338514690427","385","385","385","4214.238895013707","4214.238895013707","4214.238895013707","385","385","385","4131.420442278521","4131.420442278521","4131.420442278521","","","","","","","","","","","","","","","","","",""
"27840000","386","386","386","4078.243125265029","4078.243125265029","4078.243125265029","386","386","386","4041.1960107141945","4041.1960107141945","4041.1960107141945","386","386","386","4206.865881890013","4206.865881890013","4206.865881890013","386","386","386","4122.720531383769","4122.720531383769","4122.720531383769","","","","","","","","","","","","","","","","","",""
"27920000","387","387","387","4019.339880348352","4019.339880348352","4019.339880348352","387","387","387","4036.3425341929483","4036.3425341929483","4036.3425341929483","387","387","387","4209.7138788561315","4209.7138788561315","4209.7138788561315","387","387","387","4096.68545822959","4096.68545822959","4096.68545822959","","","","","","","","","","","","","","","","","",""
"28000000","388","388","388","4250.198246007833","4250.198246007833","4250.198246007833","388","388","388","4058.560224614118","4058.560224614118","4058.560224614118","388","388","388","4203.236680968961","4203.236680968961","4203.236680968961","388","388","388","4122.786591247183","4122.786591247183","4122.786591247183","","","","","","","","","","","","","","","","","",""
"28080000","389","389","389","4165.9539388387","4165.9539388387","4165.9539388387","389","389","389","4074.942660824071","4074.942660824071","4074.942660824071","389","389","389","4165.287475030347","4165.287475030347","4165.287475030347","389","389","389","4132.637777465088","4132.637777465088","4132.637777465088","","","","","","","","","","","","","","","","","",""
"28160000","391","391","391","4206.902753203766","4206.902753203766","4206.902753203766","391","391","391","4056.650757693079","4056.650757693079","4056.650757693079","391","391","391","4180.45896639527","4180.45896639527","4180.45896639527","391","391","391","4144.7899463640615","4144.7899463640615","4144.7899463640615","","","","","","","","","","","","","","","","","",""
"28240000","392","392","392","4038.8771752798407","4038.8771752798407","4038.8771752798407","392","392","392","4093.855916168601","4093.855916168601","4093.855916168601","392","392","392","4192.0990822385165","4192.0990822385165","4192.0990822385165","392","392","392","4094.4423006602424","4094.4423006602424","4094.4423006602424","","","","","","","","","","","","","","","","","",""
"28320000","393","393","393","4182.626810603989","4182.626810603989","4182.626810603989","393","393","393","4093.6275748723747","4093.6275748723747","4093.6275748723747","393","393","393","4278.457509799126","4278.457509799126","4278.457509799126","393","393","393","4151.611918904231","4151.611918904231","4151.611918904231","","","","","","","","","","","","","","","","","",""
"28400000","394","394","394","4152.101625545934","4152.101625545934","4152.101625545934","394","394","394","4047.238690736922","4047.238690736922","4047.238690736922","394","394","394","4202.534092249694","4202.534092249694","4202.534092249694","394","394","394","4060.2585583861874","4060.2585583861874","4060.2585583861874","","","","","","","","","","","","","","","","","",""
"28480000","395","395","395","4122.362098910217","4122.362098910217","4122.362098910217","395","395","395","4104.4673925209445","4104.4673925209445","4104.4673925209445","395","395","395","4154.188429112854","4154.188429112854","4154.188429112854","395","395","395","4047.3699770952676","4047.3699770952676","4047.3699770952676","","","","","","","","","","","","","","","","","",""
"28560000","396","396","396","4060.07982404176","4060.07982404176","4060.07982404176","396","396","396","4028.9241354210826","4028.9241354210826","4028.9241354210826","396","396","396","4165.535576760894","4165.535576760894","4165.535576760894","396","396","396","4137.851274691109","4137.851274691109","4137.851274691109","","","","","","","","","","","","","","","","","",""
"28640000","397","397","397","4149.207047463911","4149.207047463911","4149.207047463911","397","397","397","4034.521617038766","4034.521617038766","4034.521617038766","397","397","397","4174.490062891691","4174.490062891691","4174.490062891691","397","397","397","4065.814684206011","4065.814684206011","4065.814684206011","","","","","","","","","","","","","","","","","",""
"28720000","398","398","398","4116.690244093227","4116.690244093227","4116.690244093227","398","398","398","4087.6406288239946","4087.6406288239946","4087.6406288239946","398","398","398","4173.948143481967","4173.948143481967","4173.948143481967","398","398","398","4124.083813931757","4124.083813931757","4124.083813931757","","","","","","","","","","","","","","","","","",""
"28800000","399","399","399","4174.0843847145225","4174.0843847145225","4174.0843847145225","399","399","399","4098.9233495696535","4098.9233495696535","4098.9233495696535","399","399","399","4215.897316324837","4215.897316324837","4215.897316324837","399","399","399","4123.1749809187795","4123.1749809187795","4123.1749809187795","","","","","","","","","","","","","","","","","",""
"28880000","401","401","401","4114.433841393191","4114.433841393191","4114.433841393191","401","401","401","4072.0150305688085","4072.0150305688085","4072.0150305688085","401","401","401","4178.100317510032","4178.100317510032","4178.100317510032","401","401","401","4143.765612989173","4143.765612989173","4143.765612989173","","","","","","","","","","","","","","","","","",""
"28960000","402","402","402","3895.2807783093244","3895.2807783093244","3895.2807783093244","402","402","402","4055.6276539445143","4055.6276539445143","4055.6276539445143","402","402","402","4213.995683898045","4213.995683898045","4213.995683898045","402","402","402","4118.79234762009","4118.79234762009","4118.79234762009","","","","","","","","","","","","","","","","","",""
"29040000","403","403","403","4219.962848034438","4219.962848034438","4219.962848034438","403","403","403","4078.931778450381","4078.931778450381","4078.931778450381","403","403","403","4241.127469932303","4241.127469932303","4241.127469932303","403","403","403","4133.425913918142","4133.425913918142","4133.425913918142","","","","","","","","","","","","","","","","","",""
"29120000","404","404","404","4092.8217695734857","4092.8217695734857","4092.8217695734857","404","404","404","4074.2147363112367","4074.2147363112367","4074.2147363112367","404","404","404","4247.724295529444","4247.724295529444","4247.724295529444","404","404","404","4174.111702928697","4174.111702928697","4174.111702928697","","","","","","","","","","","","","","","","","",""
"29200000","405","405","405","4254.461465899038","4254.461465899038","4254.461465899038","405","405","405","4087.3498822292654","4087.3498822292654","4087.3498822292654","405","405","405","4239.143881569999","4239.143881569999","4239.143881569999","405","405","405","4140.386292157011","4140.386292157011","4140.386292157011","","","","","","","","","","","","","","","","","",""
